DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2017-2018 Regular Season,11/03/2017,Nikola Jokic,PF,Denver,Miami,H,33.9,8,15,2,6,1,1,5,9,14,2,4,4,1,1,19
2017-2018 Regular Season,11/03/2017,Gary Harris,SG,Denver,Miami,H,36.1,4,7,2,3,0,0,0,1,1,2,1,1,3,2,10
2017-2018 Regular Season,11/03/2017,Jamal Murray,SG,Denver,Miami,H,20.6,1,6,1,3,0,0,1,0,1,1,3,0,1,0,3
2017-2018 Regular Season,11/03/2017,Will Barton,SG,Denver,Miami,H,27.8,3,10,1,3,2,4,1,4,5,2,0,2,2,0,9
2017-2018 Regular Season,11/03/2017,Mason Plumlee,C,Denver,Miami,H,11.3,2,4,0,0,0,0,1,1,2,0,1,0,2,1,4
2017-2018 Regular Season,11/03/2017,Emmanuel Mudiay,PG,Denver,Miami,H,25.4,5,10,0,0,2,4,0,3,3,4,0,0,2,1,12
2017-2018 Regular Season,11/03/2017,Malik Beasley,SG,Denver,Miami,H,9.2,0,1,0,1,0,2,0,0,0,0,2,0,1,0,0
2017-2018 Regular Season,11/03/2017,Kenneth Faried,PF,Denver,Miami,H,5.7,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0
2017-2018 Regular Season,11/03/2017,Norman Powell,SG,Toronto,Utah,R,29.9,5,7,2,4,3,4,0,2,2,2,5,2,1,0,15
2017-2018 Regular Season,11/03/2017,Serge Ibaka,PF,Toronto,Utah,R,26.6,4,7,2,5,0,0,1,4,5,0,2,0,1,1,10
2017-2018 Regular Season,11/03/2017,Jonas Valanciunas,C,Toronto,Utah,R,20.8,2,5,0,0,2,2,0,8,8,0,6,1,1,2,6
2017-2018 Regular Season,11/03/2017,DeMar DeRozan,SG,Toronto,Utah,R,37.7,10,20,3,7,14,14,2,4,6,2,3,0,6,0,37
2017-2018 Regular Season,11/03/2017,Kyle Lowry,PG,Toronto,Utah,R,35.3,6,11,3,6,0,0,0,4,4,10,2,1,4,0,15
2017-2018 Regular Season,11/03/2017,Lucas Nogueira,C,Toronto,Utah,R,14.7,1,3,0,1,0,0,0,2,2,2,2,0,0,1,2
2017-2018 Regular Season,11/03/2017,OG Anunoby,SF,Toronto,Utah,R,18.1,2,3,1,2,1,2,0,3,3,2,1,0,0,0,6
2017-2018 Regular Season,11/03/2017,Pascal Siakam,PF,Toronto,Utah,R,21.4,4,9,0,3,0,1,0,4,4,1,0,3,0,0,8
2017-2018 Regular Season,11/03/2017,Delon Wright,PG,Toronto,Utah,R,12.7,1,2,0,1,0,0,0,1,1,0,4,1,1,0,2
2017-2018 Regular Season,11/03/2017,Fred VanVleet,PG,Toronto,Utah,R,10.3,1,2,0,1,2,2,0,1,1,0,0,1,0,0,4
2017-2018 Regular Season,11/03/2017,Jakob Poeltl,C,Toronto,Utah,R,12.5,2,2,0,0,0,3,2,1,3,1,2,0,2,0,4
2017-2018 Regular Season,11/03/2017,Joe Ingles,SF,Utah,Toronto,H,31.7,4,7,3,5,0,0,1,4,5,6,2,2,3,0,11
2017-2018 Regular Season,11/03/2017,Derrick Favors,PF,Utah,Toronto,H,27.2,4,7,0,1,0,0,2,5,7,0,2,2,1,1,8
2017-2018 Regular Season,11/03/2017,Rudy Gobert,C,Utah,Toronto,H,34.6,6,10,0,0,3,4,4,3,7,0,2,0,1,2,15
2017-2018 Regular Season,11/03/2017,Rodney Hood,SG,Utah,Toronto,H,35.1,6,19,2,6,3,3,0,3,3,1,3,0,3,0,17
2017-2018 Regular Season,11/03/2017,Ricky Rubio,PG,Utah,Toronto,H,30.4,3,12,0,4,7,7,0,0,0,3,4,1,4,0,13
2017-2018 Regular Season,11/03/2017,Donovan Mitchell,SG,Utah,Toronto,H,31.8,9,20,3,7,4,4,0,3,3,0,4,2,0,2,25
2017-2018 Regular Season,11/03/2017,Jonas Jerebko,PF,Utah,Toronto,H,12.4,1,1,0,0,1,2,2,2,4,0,4,0,1,0,3
2017-2018 Regular Season,11/03/2017,Alec Burks,SG,Utah,Toronto,H,9.7,0,1,0,0,2,2,0,3,3,0,0,0,0,0,2
2017-2018 Regular Season,11/03/2017,Thabo Sefolosha,SF,Utah,Toronto,H,13.8,0,1,0,0,2,2,0,0,0,0,2,1,0,0,2
2017-2018 Regular Season,11/03/2017,Ekpe Udoh,PF,Utah,Toronto,H,13.4,2,2,0,0,0,0,1,0,1,1,2,1,0,0,4
2017-2018 Regular Season,11/03/2017,Jayson Tatum,SF,Boston,Oklahoma City,R,29.8,4,10,2,3,3,4,2,4,6,3,1,0,4,0,13
2017-2018 Regular Season,11/03/2017,Al Horford,C,Boston,Oklahoma City,R,34.4,8,10,4,4,0,0,2,6,8,4,2,0,2,0,20
2017-2018 Regular Season,11/03/2017,Aron Baynes,C,Boston,Oklahoma City,R,20.5,2,7,0,0,1,2,1,5,6,0,2,0,0,1,5
2017-2018 Regular Season,11/03/2017,Jaylen Brown,SF,Boston,Oklahoma City,R,30.6,3,8,1,3,3,8,3,9,12,1,1,1,0,0,10
2017-2018 Regular Season,11/03/2017,Kyrie Irving,PG,Boston,Oklahoma City,R,34.5,10,22,3,7,2,3,1,4,5,6,1,2,0,1,25
2017-2018 Regular Season,11/03/2017,Marcus Morris,SF,Boston,Oklahoma City,R,17.9,3,8,0,2,3,3,0,4,4,1,2,1,1,0,9
2017-2018 Regular Season,11/03/2017,Marcus Smart,PG,Boston,Oklahoma City,R,27.4,2,9,1,3,4,4,2,2,4,5,2,1,2,0,9
2017-2018 Regular Season,11/03/2017,Terry Rozier,PG,Boston,Oklahoma City,R,23.1,3,8,1,5,0,0,0,2,2,3,1,0,0,0,7
2017-2018 Regular Season,11/03/2017,Daniel Theis,PF,Boston,Oklahoma City,R,7.5,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0
2017-2018 Regular Season,11/03/2017,Semi Ojeleye,PF,Boston,Oklahoma City,R,14.4,1,1,1,1,0,0,0,1,1,0,0,1,0,0,3
2017-2018 Regular Season,11/03/2017,Paul George,SF,Oklahoma City,Boston,H,38.8,9,20,3,10,4,5,2,8,10,1,2,1,2,0,25
2017-2018 Regular Season,11/03/2017,Carmelo Anthony,SF,Oklahoma City,Boston,H,33.4,3,17,0,5,4,4,3,11,14,3,2,0,1,1,10
2017-2018 Regular Season,11/03/2017,Steven Adams,C,Oklahoma City,Boston,H,32.7,3,5,0,0,1,2,4,6,10,2,3,1,1,2,7
2017-2018 Regular Season,11/03/2017,Andre Roberson,SF,Oklahoma City,Boston,H,27.5,3,5,1,2,0,0,1,2,3,1,1,0,0,2,7
2017-2018 Regular Season,11/03/2017,Russell Westbrook,PG,Oklahoma City,Boston,H,37.8,7,20,3,7,2,2,1,5,6,11,5,1,6,0,19
2017-2018 Regular Season,11/03/2017,Jerami Grant,SF,Oklahoma City,Boston,H,23.4,5,7,1,2,0,1,0,2,2,0,0,0,1,1,11
2017-2018 Regular Season,11/03/2017,Alex Abrines,SG,Oklahoma City,Boston,H,12.7,2,5,2,5,0,0,0,1,1,0,3,0,0,1,6
2017-2018 Regular Season,11/03/2017,Raymond Felton,PG,Oklahoma City,Boston,H,16.7,1,5,1,1,0,0,0,1,1,2,0,1,1,0,3
2017-2018 Regular Season,11/03/2017,Patrick Patterson,PF,Oklahoma City,Boston,H,15.3,2,3,2,3,0,0,0,1,1,0,1,0,0,0,6
2017-2018 Regular Season,11/03/2017,Terrance Ferguson,SG,Oklahoma City,Boston,H,1.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-2018 Regular Season,11/03/2017,DeMarre Carroll,SF,Brooklyn,LA Lakers,R,33.9,4,11,0,4,3,4,2,6,8,4,3,1,1,1,11
2017-2018 Regular Season,11/03/2017,Rondae Hollis-Jefferson,SF,Brooklyn,LA Lakers,R,37.2,6,10,0,1,9,11,1,4,5,4,3,2,2,0,21
2017-2018 Regular Season,11/03/2017,Timofey Mozgov,C,Brooklyn,LA Lakers,R,15.5,2,4,0,2,1,1,1,3,4,0,0,0,1,1,5
2017-2018 Regular Season,11/03/2017,Caris LeVert,SG,Brooklyn,LA Lakers,R,30.0,2,10,1,5,2,2,0,4,4,2,3,1,1,1,7
2017-2018 Regular Season,11/03/2017,D'Angelo Russell,PG,Brooklyn,LA Lakers,R,35.3,8,24,1,8,0,1,1,6,7,7,3,3,4,0,17
2017-2018 Regular Season,11/03/2017,Allen Crabbe,SG,Brooklyn,LA Lakers,R,29.3,6,12,4,8,9,11,0,6,6,1,2,0,2,0,25
2017-2018 Regular Season,11/03/2017,Tyler Zeller,C,Brooklyn,LA Lakers,R,18.5,4,7,0,1,1,3,1,0,1,1,2,0,2,2,9
2017-2018 Regular Season,11/03/2017,Joe Harris,SG,Brooklyn,LA Lakers,R,22.5,3,7,1,5,3,3,0,3,3,0,1,0,1,0,10
2017-2018 Regular Season,11/03/2017,Spencer Dinwiddie,PG,Brooklyn,LA Lakers,R,14.9,2,6,2,4,1,2,1,3,4,4,5,1,2,0,7
2017-2018 Regular Season,11/03/2017,Jacob Wiley,SF,Brooklyn,LA Lakers,R,1.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2017-2018 Regular Season,11/03/2017,Sean Kilpatrick,SG,Brooklyn,LA Lakers,R,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,11/03/2017,Brandon Ingram,SF,LA Lakers,Brooklyn,H,35.6,7,13,2,2,2,6,1,9,10,2,3,1,2,2,18
2017-2018 Regular Season,11/03/2017,Kyle Kuzma,PF,LA Lakers,Brooklyn,H,39.0,8,11,1,3,4,4,0,13,13,1,2,1,1,0,21
2017-2018 Regular Season,11/03/2017,Brook Lopez,C,LA Lakers,Brooklyn,H,30.5,13,23,6,9,2,2,3,7,10,2,4,0,3,3,34
2017-2018 Regular Season,11/03/2017,Kentavious Caldwell-Pope,SG,LA Lakers,Brooklyn,H,33.2,3,6,0,2,0,0,1,5,6,5,3,1,1,0,6
2017-2018 Regular Season,11/03/2017,Lonzo Ball,PG,LA Lakers,Brooklyn,H,28.6,3,15,0,3,0,1,1,4,5,7,4,2,0,0,6
2017-2018 Regular Season,11/03/2017,Julius Randle,PF,LA Lakers,Brooklyn,H,16.0,5,9,0,0,0,2,0,6,6,2,6,0,3,1,10
2017-2018 Regular Season,11/03/2017,Jordan Clarkson,SG,LA Lakers,Brooklyn,H,25.1,6,12,0,0,7,8,1,3,4,5,1,2,2,0,19
2017-2018 Regular Season,11/03/2017,Josh Hart,SG,LA Lakers,Brooklyn,H,11.8,0,1,0,1,0,0,0,1,1,0,2,1,2,1,0
2017-2018 Regular Season,11/03/2017,Corey Brewer,SF,LA Lakers,Brooklyn,H,9.1,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0
2017-2018 Regular Season,11/03/2017,Tyler Ennis,PG,LA Lakers,Brooklyn,H,11.2,3,4,0,1,4,4,0,1,1,2,1,2,1,0,10
2017-2018 Regular Season,11/04/2017,James Ennis III,SF,Memphis,LA Clippers,R,30.1,5,6,3,4,0,0,2,3,5,2,6,0,1,1,13
2017-2018 Regular Season,11/04/2017,Jarell Martin,PF,Memphis,LA Clippers,R,11.8,0,1,0,0,0,0,0,2,2,0,4,1,1,0,0
2017-2018 Regular Season,11/04/2017,Marc Gasol,C,Memphis,LA Clippers,R,32.2,7,15,2,4,5,5,1,5,6,1,3,0,2,0,21
2017-2018 Regular Season,11/04/2017,Dillon Brooks,SF,Memphis,LA Clippers,R,29.4,1,8,0,2,0,0,1,4,5,2,6,1,2,0,2
2017-2018 Regular Season,11/04/2017,Mike Conley,PG,Memphis,LA Clippers,R,33.1,8,18,4,9,2,3,0,1,1,3,2,1,2,0,22
2017-2018 Regular Season,11/04/2017,Chandler Parsons,SF,Memphis,LA Clippers,R,20.3,4,7,2,4,0,0,1,3,4,3,2,2,0,2,10
2017-2018 Regular Season,11/04/2017,Tyreke Evans,SF,Memphis,LA Clippers,R,31.1,6,13,2,6,6,6,1,2,3,4,2,0,2,0,20
2017-2018 Regular Season,11/04/2017,Mario Chalmers,PG,Memphis,LA Clippers,R,27.0,5,9,0,2,2,4,0,4,4,4,2,2,1,0,12
2017-2018 Regular Season,11/04/2017,Brandan Wright,PF,Memphis,LA Clippers,R,25.0,4,7,0,0,5,6,3,6,9,2,1,1,0,4,13
2017-2018 Regular Season,11/04/2017,Danilo Gallinari,SF,LA Clippers,Memphis,H,35.5,4,10,0,4,2,2,0,4,4,6,1,0,1,1,10
2017-2018 Regular Season,11/04/2017,Blake Griffin,PF,LA Clippers,Memphis,H,36.6,10,17,1,3,9,11,2,9,11,2,3,2,5,1,30
2017-2018 Regular Season,11/04/2017,DeAndre Jordan,C,LA Clippers,Memphis,H,34.5,6,7,0,0,0,0,5,5,10,3,3,0,0,3,12
2017-2018 Regular Season,11/04/2017,Austin Rivers,SG,LA Clippers,Memphis,H,38.3,2,9,1,4,2,4,1,2,3,3,4,2,2,0,7
2017-2018 Regular Season,11/04/2017,Patrick Beverley,SG,LA Clippers,Memphis,H,38.1,8,18,1,8,6,6,4,3,7,2,4,1,0,0,23
2017-2018 Regular Season,11/04/2017,Wesley Johnson,SF,LA Clippers,Memphis,H,14.1,1,3,0,2,0,0,0,0,0,1,3,0,1,1,2
2017-2018 Regular Season,11/04/2017,Willie Reed,PF,LA Clippers,Memphis,H,6.0,2,4,0,0,0,0,1,2,3,0,0,0,0,0,4
2017-2018 Regular Season,11/04/2017,Sindarius Thornwell,SG,LA Clippers,Memphis,H,9.7,0,1,0,0,1,4,0,1,1,0,2,0,0,1,1
2017-2018 Regular Season,11/04/2017,Lou Williams,SG,LA Clippers,Memphis,H,23.4,4,12,1,5,4,4,1,2,3,1,2,1,4,0,13
2017-2018 Regular Season,11/04/2017,Montrezl Harrell,PF,LA Clippers,Memphis,H,3.8,1,2,0,0,0,0,1,0,1,0,0,1,0,0,2
2017-2018 Regular Season,11/04/2017,Bogdan Bogdanovic,SG,Sacramento,Detroit,R,27.0,6,7,2,2,0,0,0,1,1,1,0,0,1,0,14
2017-2018 Regular Season,11/04/2017,Zach Randolph,PF,Sacramento,Detroit,R,29.9,8,14,2,3,1,1,0,4,4,4,3,0,4,0,19
2017-2018 Regular Season,11/04/2017,Willie Cauley-Stein,C,Sacramento,Detroit,R,19.1,4,6,0,0,0,0,0,3,3,4,3,2,1,0,8
2017-2018 Regular Season,11/04/2017,Garrett Temple,SG,Sacramento,Detroit,R,26.9,4,4,2,2,0,0,0,3,3,1,2,3,1,0,10
2017-2018 Regular Season,11/04/2017,De'Aaron Fox,PG,Sacramento,Detroit,R,26.9,5,10,0,2,4,6,0,0,0,4,4,0,3,0,14
2017-2018 Regular Season,11/04/2017,Justin Jackson,SF,Sacramento,Detroit,R,16.2,1,4,1,3,0,0,0,3,3,0,1,0,1,0,3
2017-2018 Regular Season,11/04/2017,Frank Mason,PG,Sacramento,Detroit,R,21.2,3,9,0,2,1,2,1,0,1,6,0,0,3,0,7
2017-2018 Regular Season,11/04/2017,Buddy Hield,SG,Sacramento,Detroit,R,21.2,5,11,1,3,2,2,1,7,8,0,2,0,1,1,13
2017-2018 Regular Season,11/04/2017,Kosta Koufos,C,Sacramento,Detroit,R,18.1,1,3,0,0,0,0,0,5,5,2,3,0,1,0,2
2017-2018 Regular Season,11/04/2017,Skal Labissiere,PF,Sacramento,Detroit,R,6.1,0,1,0,0,0,0,0,2,2,0,3,0,1,0,0
2017-2018 Regular Season,11/04/2017,Malachi Richardson,SG,Sacramento,Detroit,R,9.7,2,3,1,1,0,0,1,0,1,1,1,0,0,0,5
2017-2018 Regular Season,11/04/2017,Vince Carter,SG,Sacramento,Detroit,R,18.0,1,4,1,3,1,2,0,1,1,1,1,1,0,0,4
2017-2018 Regular Season,11/04/2017,Stanley Johnson,SF,Detroit,Sacramento,H,22.8,3,3,2,2,0,0,0,2,2,1,0,0,1,0,8
2017-2018 Regular Season,11/04/2017,Tobias Harris,PF,Detroit,Sacramento,H,34.9,7,14,4,7,2,2,1,4,5,5,1,1,2,1,20
2017-2018 Regular Season,11/04/2017,Andre Drummond,C,Detroit,Sacramento,H,36.4,7,10,0,0,2,4,5,14,19,4,4,3,2,1,16
2017-2018 Regular Season,11/04/2017,Avery Bradley,SG,Detroit,Sacramento,H,32.9,10,15,3,6,1,2,1,1,2,3,4,1,5,1,24
2017-2018 Regular Season,11/04/2017,Reggie Jackson,PG,Detroit,Sacramento,H,28.4,3,10,2,4,7,8,0,0,0,7,1,2,3,0,15
2017-2018 Regular Season,11/04/2017,Ish Smith,PG,Detroit,Sacramento,H,19.7,5,13,0,0,0,0,0,3,3,2,1,1,0,0,10
2017-2018 Regular Season,11/04/2017,Eric Moreland,PF,Detroit,Sacramento,H,9.2,0,2,0,0,0,0,0,1,1,2,5,0,0,0,0
2017-2018 Regular Season,11/04/2017,Reggie Bullock,SF,Detroit,Sacramento,H,19.5,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1
2017-2018 Regular Season,11/04/2017,Langston Galloway,PG,Detroit,Sacramento,H,6.9,1,2,0,1,0,0,0,0,0,1,0,0,0,0,2
2017-2018 Regular Season,11/04/2017,Anthony Tolliver,PF,Detroit,Sacramento,H,19.4,3,4,2,3,2,4,1,2,3,1,3,2,1,0,10
2017-2018 Regular Season,11/04/2017,Luke Kennard,SG,Detroit,Sacramento,H,10.2,1,4,0,1,0,0,0,0,0,2,0,0,0,0,2
2017-2018 Regular Season,11/04/2017,Dante Cunningham,SF,New Orleans,Chicago,R,22.1,2,6,0,2,0,0,1,5,6,2,0,1,1,0,4
2017-2018 Regular Season,11/04/2017,Anthony Davis,PF,New Orleans,Chicago,R,41.4,11,17,1,2,4,4,2,14,16,0,1,0,2,3,27
2017-2018 Regular Season,11/04/2017,DeMarcus Cousins,C,New Orleans,Chicago,R,43.1,6,20,2,8,11,13,0,11,11,4,3,1,3,1,25
2017-2018 Regular Season,11/04/2017,E'Twaun Moore,SG,New Orleans,Chicago,R,30.0,1,7,0,4,2,2,0,4,4,3,0,2,0,0,4
2017-2018 Regular Season,11/04/2017,Jrue Holiday,PG,New Orleans,Chicago,R,41.5,5,15,0,4,0,0,1,4,5,6,2,0,3,0,10
2017-2018 Regular Season,11/04/2017,Jameer Nelson,PG,New Orleans,Chicago,R,34.9,5,8,3,3,0,0,0,5,5,5,0,4,3,0,13
2017-2018 Regular Season,11/04/2017,Tony Allen,SG,New Orleans,Chicago,R,12.2,1,3,0,0,0,2,1,0,1,0,2,1,0,0,2
2017-2018 Regular Season,11/04/2017,Darius Miller,SF,New Orleans,Chicago,R,27.9,4,8,3,6,0,0,0,2,2,1,1,0,1,0,11
2017-2018 Regular Season,11/04/2017,Ian Clark,SG,New Orleans,Chicago,R,11.9,0,3,0,2,0,1,0,2,2,2,0,0,0,0,0
2017-2018 Regular Season,11/04/2017,David Nwaba,PG,Chicago,New Orleans,H,19.8,3,7,1,1,0,0,1,3,4,2,2,1,1,1,7
2017-2018 Regular Season,11/04/2017,Lauri Markkanen,PF,Chicago,New Orleans,H,39.6,5,16,2,11,2,2,1,6,7,4,2,0,1,1,14
2017-2018 Regular Season,11/04/2017,Robin Lopez,C,Chicago,New Orleans,H,42.5,6,17,0,0,2,4,4,5,9,1,5,0,5,1,14
2017-2018 Regular Season,11/04/2017,Justin Holiday,SG,Chicago,New Orleans,H,43.3,7,20,3,10,1,2,1,8,9,1,0,3,1,1,18
2017-2018 Regular Season,11/04/2017,Jerian Grant,PG,Chicago,New Orleans,H,36.1,4,9,1,5,4,4,3,5,8,9,1,1,0,1,13
2017-2018 Regular Season,11/04/2017,Denzel Valentine,SG,Chicago,New Orleans,H,34.8,6,10,4,7,0,0,1,5,6,3,2,1,3,0,16
2017-2018 Regular Season,11/04/2017,Kris Dunn,PG,Chicago,New Orleans,H,16.9,2,9,0,4,0,0,1,3,4,3,2,3,4,0,4
2017-2018 Regular Season,11/04/2017,Paul Zipser,SF,Chicago,New Orleans,H,18.0,2,8,0,3,0,0,1,4,5,0,0,1,1,0,4
2017-2018 Regular Season,11/04/2017,Cristiano Felicio,C,Chicago,New Orleans,H,10.5,0,2,0,0,0,0,3,2,5,0,4,0,0,0,0
